级别,模块,标题,期望,实际,说明,修复建议
WARNING,数据量,空表: banquet_template_rel,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: banquet_type,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: booking_dish_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: booking_master,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: booking_table,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: categories,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: change_log,业务表应有数据,0行,模块未启用或数据未灌入,
INFO,数据量,配置表(空): config,业务表应有数据,0行,,
WARNING,数据量,空表: contract,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_category,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_cost_card,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_cost_card_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_occasion_names,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_recipe,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_tag,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_tag_relation,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_usage,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dish_usage_relation,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: dishes,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: employee_lifecycle,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: energy_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_account,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_cost_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_expense,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_payable,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_payment_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_receivable,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_reconciliation,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_settlement,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_transaction,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_voucher,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: finance_voucher_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: hr_payroll,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: ingredient_inventory_log,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: ingredient_purchase,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: inventory_summary,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: kitchen_log,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: leave_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: maintenance_asset,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: maintenance_request,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_activity,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_coupon,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_coupon_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_discount_rule,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_lottery,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_member_reward,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: marketing_promo_code,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: meal_package,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: member_card,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: member_consume_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: member_level,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: member_point_log,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: member_point_rule,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: member_recharge_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: menu_category,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: month_salary,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: orders,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: overtime,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: package_details,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: package_dish_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: package_dish_rel,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: package_master,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: packages,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: pkg_used,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: post,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: preprocessing_record,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: procurement_request,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: procurement_request_item,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: purchase_order,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: purchase_order_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: purchase_receipt,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: purchase_receipt_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: purchase_return,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: purchase_return_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: reimbursement,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: report_daily,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: report_department_cost,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: report_dish_sales,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: report_monthly,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: report_staff_kpi,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: requisition_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: requisition_order,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: reward_punish,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: salary_template,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: schedule,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: schedule_day,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: schedule_month,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: stock_loss,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: stock_loss_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: stock_take,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: stock_take_detail,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: stock_transfer,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: stock_transfer_detail,业务表应有数据,0行,模块未启用或数据未灌入,
INFO,数据量,配置表(空): sys_dict,业务表应有数据,0行,,
INFO,数据量,配置表(空): sys_dict_item,业务表应有数据,0行,,
INFO,数据量,配置表(空): sys_notification,业务表应有数据,0行,,
INFO,数据量,配置表(空): sys_operation_log,业务表应有数据,0行,,
WARNING,数据量,空表: template_category_rel,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: template_dish_rel,业务表应有数据,0行,模块未启用或数据未灌入,
INFO,数据量,配置表(空): unit_conversion,业务表应有数据,0行,,
WARNING,数据量,空表: users,业务表应有数据,0行,模块未启用或数据未灌入,
INFO,数据量,配置表(空): yield_rate_config,业务表应有数据,0行,,
WARNING,字符集,排序规则不一致(2种),统一为utf8mb4_0900_ai_ci,utf8mb4_0900_ai_ci(57张); utf8mb4_unicode_ci(69张),不一致会导致JOIN无法使用索引,
WARNING,字段冗余,疑似冗余字段组: dish_master:price/cost_price,同义字段仅保留一个,1组疑似重复,,
WARNING,多门店隔离,17张业务表缺store_id,业务表应有store_id实现多门店隔离,"approval_node, categories, dish_category, dish_tag, dish_usage, dishes, meal_package, menu_category...",缺少多门店隔离会导致数据混淆,
WARNING,注释,表注释缺失: 42张 | 列注释缺失: 1681个,所有表/列应有注释,表42 列1681,无注释增加维护成本,
